seq_no,meter_id,equipment_disagg_start,equipment_disagg_end,equipment_type,equipment_detected,direction,meter_consumption,equipment_consumption,uom
23151,12874855,1722470400,1725061500,PV,n,-1,4010.156,0.0,kwh
23152,12874855,1722470400,1725061500,other,y,1,4010.156,3109.831192142944,kwh
23153,13692637,1722470400,1725061500,EV,y,1,4387.532,69.48377007758612,kwh
23154,13692637,1722470400,1725061500,AC,y,1,4387.532,1099.9501813614118,kwh
23155,13692637,1722470400,1725061500,PV,n,-1,4387.532,0.0,kwh
23156,13692637,1722470400,1725061500,other,y,1,4387.532,3218.0980475034075,kwh
23157,7765472,1722470400,1725061500,EV,y,1,6799.024,66.54788925318022,kwh
23158,7765472,1722470400,1725061500,AC,y,1,6799.024,1049.4133461740971,kwh
23159,7765472,1722470400,1725061500,PV,n,-1,6799.024,0.0,kwh
23160,7765472,1722470400,1725061500,other,y,1,6799.024,5683.062762805002,kwh
23161,12660960,1722470400,1725061500,EV,y,1,6610.412,76.773795505612,kwh
23162,12660960,1722470400,1725061500,AC,y,1,6610.412,1049.4430138756818,kwh
23163,12660960,1722470400,1725061500,PV,n,-1,6610.412,0.0,kwh
23164,12660960,1722470400,1725061500,other,y,1,6610.412,5484.195189314774,kwh
23165,13593868,1722470400,1725061500,EV,y,1,3867.91198,69.6475160254967,kwh
23166,13593868,1722470400,1725061500,AC,y,1,3867.91198,1003.308768375672,kwh
23167,13593868,1722470400,1725061500,PV,n,-1,3867.91198,0.0,kwh
23168,13593868,1722470400,1725061500,other,y,1,3867.91198,2794.9556923873674,kwh
23169,8316175,1722470400,1725061500,EV,y,1,7596.956,79.14993620281467,kwh
23170,8316175,1722470400,1725061500,AC,y,1,7596.956,1228.2729262163584,kwh
23171,8316175,1722470400,1725061500,PV,n,-1,7596.956,0.0,kwh
23172,8316175,1722470400,1725061500,other,y,1,7596.956,6289.533136324411,kwh
23173,14842037,1722470400,1725061500,EV,y,1,7916.9,45.59334664904272,kwh
23174,14842037,1722470400,1725061500,AC,y,1,7916.9,723.0156768777483,kwh
23175,14842037,1722470400,1725061500,PV,n,-1,7916.9,0.0,kwh
23176,14842037,1722470400,1725061500,other,y,1,7916.9,7148.290975936432,kwh
23177,7467683,1722470400,1725061500,EV,y,1,6256.356,75.31258473618362,kwh
23178,7467683,1722470400,1725061500,AC,y,1,6256.356,1181.3811599682422,kwh
23179,7467683,1722470400,1725061500,PV,n,-1,6256.356,0.0,kwh
23180,7467683,1722470400,1725061500,other,y,1,6256.356,4999.662254500176,kwh
23181,7147806,1722470400,1725061500,EV,y,1,3766.712,57.33103935176177,kwh
23182,7147806,1722470400,1725061500,AC,y,1,3766.712,901.3059353019634,kwh
23183,7147806,1722470400,1725061500,PV,n,-1,3766.712,0.0,kwh
23184,7147806,1722470400,1725061500,other,y,1,3766.712,2808.0750228116103,kwh
23185,14636725,1722470400,1725061500,EV,y,1,5773.712,58.436433994514005,kwh
23186,14636725,1722470400,1725061500,AC,y,1,5773.712,958.0408128837912,kwh
23187,14636725,1722470400,1725061500,PV,n,-1,5773.712,0.0,kwh
23188,14636725,1722470400,1725061500,other,y,1,5773.712,4757.234750940287,kwh
23189,11800641,1722470400,1725061500,EV,y,1,4205.832,61.60742163646963,kwh
23190,11800641,1722470400,1725061500,AC,y,1,4205.832,913.846436835087,kwh
23191,11800641,1722470400,1725061500,PV,n,-1,4205.832,0.0,kwh
23192,11800641,1722470400,1725061500,other,y,1,4205.832,3230.378139008297,kwh
23193,8327940,1722470400,1725061500,EV,y,1,3473.992,57.047259916025794,kwh
23194,8327940,1722470400,1725061500,AC,y,1,3473.992,799.524146522895,kwh
23195,8327940,1722470400,1725061500,PV,n,-1,3473.992,0.0,kwh
23196,8327940,1722470400,1725061500,other,y,1,3473.992,2617.4205922126475,kwh
23197,12584915,1722470400,1725061500,EV,y,1,7303.436,80.75022410402734,kwh
23198,12584915,1722470400,1725061500,AC,y,1,7303.436,1255.900710777079,kwh
23199,12584915,1722470400,1725061500,PV,n,-1,7303.436,0.0,kwh
23200,12584915,1722470400,1725061500,other,y,1,7303.436,5966.785064029132,kwh
23201,7141286,1722470400,1725061500,EV,y,1,6361.424,85.34814149570572,kwh
23202,7141286,1722470400,1725061500,AC,y,1,6361.424,1195.7387712904026,kwh
23203,7141286,1722470400,1725061500,PV,n,-1,6361.424,0.0,kwh
23204,7141286,1722470400,1725061500,other,y,1,6361.424,5080.337086309951,kwh
23205,12551913,1722470400,1725061500,EV,y,1,3366.464,64.09915957192975,kwh
23206,12551913,1722470400,1725061500,AC,y,1,3366.464,783.0733035945385,kwh
23207,12551913,1722470400,1725061500,PV,n,-1,3366.464,0.0,kwh
23208,12551913,1722470400,1725061500,other,y,1,3366.464,2519.2915351008432,kwh
23209,11930785,1722470400,1725061500,EV,y,1,3076.26,60.40659768144594,kwh
23210,11930785,1722470400,1725061500,AC,y,1,3076.26,865.5001113947709,kwh
23211,11930785,1722470400,1725061500,PV,n,-1,3076.26,0.0,kwh
23212,11930785,1722470400,1725061500,other,y,1,3076.26,2150.353288822572,kwh
23213,10405573,1722470400,1725061500,EV,y,1,5465.248,66.57021350192333,kwh
23214,10405573,1722470400,1725061500,AC,y,1,5465.248,1048.2397897305757,kwh
23215,10405573,1722470400,1725061500,PV,n,-1,5465.248,0.0,kwh
23216,10405573,1722470400,1725061500,other,y,1,5465.248,4350.437994179644,kwh
23217,7961488,1722470400,1725061500,EV,y,1,4629.44002,55.389799796671,kwh
23218,7961488,1722470400,1725061500,AC,y,1,4629.44002,1100.626415402014,kwh
23219,7961488,1722470400,1725061500,PV,n,-1,4629.44002,0.0,kwh
23220,7961488,1722470400,1725061500,other,y,1,4629.44002,3473.4238032773733,kwh
23221,7519175,1722470400,1725061500,EV,y,1,6245.788,70.05738489873605,kwh
23222,7519175,1722470400,1725061500,AC,y,1,6245.788,1051.722121656499,kwh
23223,7519175,1722470400,1725061500,PV,n,-1,6245.788,0.0,kwh
23224,7519175,1722470400,1725061500,other,y,1,6245.788,5124.008490360665,kwh
23225,7887508,1722470400,1725061500,EV,y,1,5787.596,69.40134995555323,kwh
23226,7887508,1722470400,1725061500,AC,y,1,5787.596,1102.881984879513,kwh
23227,7887508,1722470400,1725061500,PV,n,-1,5787.596,0.0,kwh
23228,7887508,1722470400,1725061500,other,y,1,5787.596,4615.312663762456,kwh
23229,8392626,1722470400,1725061500,EV,y,1,3236.928,51.998606548893925,kwh
23230,8392626,1722470400,1725061500,AC,y,1,3236.928,918.8091819465473,kwh
23231,8392626,1722470400,1725061500,PV,n,-1,3236.928,0.0,kwh
23232,8392626,1722470400,1725061500,other,y,1,3236.928,2266.1202096840925,kwh
23233,7896424,1722470400,1725061500,EV,y,1,4032.66,63.27810687616908,kwh
23234,7896424,1722470400,1725061500,AC,y,1,4032.66,920.2800198021782,kwh
23235,7896424,1722470400,1725061500,PV,n,-1,4032.66,0.0,kwh
23236,7896424,1722470400,1725061500,other,y,1,4032.66,3049.101871033557,kwh
23237,13770770,1722470400,1725061500,EV,y,1,4896.504,60.540080107857975,kwh
23238,13770770,1722470400,1725061500,AC,y,1,4896.504,968.1275069258768,kwh
23239,13770770,1722470400,1725061500,PV,n,-1,4896.504,0.0,kwh
23240,13770770,1722470400,1725061500,other,y,1,4896.504,3867.836411019208,kwh
23241,7761713,1722470400,1725061500,EV,y,1,4375.072,71.04485575617713,kwh
23242,7761713,1722470400,1725061500,AC,y,1,4375.072,1134.0712923485248,kwh
23243,7761713,1722470400,1725061500,PV,n,-1,4375.072,0.0,kwh
23244,7761713,1722470400,1725061500,other,y,1,4375.072,3169.9558507876977,kwh
23245,7973660,1722470400,1725061500,EV,y,1,781.7399999999999,31.10325140542936,kwh
23246,7973660,1722470400,1725061500,AC,y,1,781.7399999999999,404.32638299507335,kwh
23247,7973660,1722470400,1725061500,PV,n,-1,781.7399999999999,0.0,kwh
23248,7973660,1722470400,1725061500,other,y,1,781.7399999999999,346.3103623645312,kwh
23249,9771994,1722470400,1725061500,EV,y,1,5925.056,73.55239736311285,kwh
23250,9771994,1722470400,1725061500,AC,y,1,5925.056,1103.312544906022,kwh
23251,9771994,1722470400,1725061500,PV,n,-1,5925.056,0.0,kwh
23252,9771994,1722470400,1725061500,other,y,1,5925.056,4748.191055405092,kwh
23253,7067567,1722470400,1725061500,EV,y,1,4566.496,75.73378836534143,kwh
23254,7067567,1722470400,1725061500,AC,y,1,4566.496,920.2125598377446,kwh
23255,7067567,1722470400,1725061500,PV,n,-1,4566.496,0.0,kwh
23256,7067567,1722470400,1725061500,other,y,1,4566.496,3570.5496500943805,kwh
23257,12949362,1722470400,1725061500,EV,y,1,3695.724,61.99165362886836,kwh
23258,12949362,1722470400,1725061500,AC,y,1,3695.724,844.313709288054,kwh
23259,12949362,1722470400,1725061500,PV,n,-1,3695.724,0.0,kwh
23260,12949362,1722470400,1725061500,other,y,1,3695.724,2789.418635655646,kwh
23261,8384145,1722470400,1725061500,EV,y,1,4869.744,78.18777884910882,kwh
23262,8384145,1722470400,1725061500,AC,y,1,4869.744,1157.0572652692033,kwh
23263,8384145,1722470400,1725061500,PV,n,-1,4869.744,0.0,kwh
23264,8384145,1722470400,1725061500,other,y,1,4869.744,3634.4989554999793,kwh
23265,8685076,1722470400,1725061500,EV,y,1,8428.788,89.22961406094315,kwh
23266,8685076,1722470400,1725061500,AC,y,1,8428.788,1377.9428049640785,kwh
23267,8685076,1722470400,1725061500,PV,n,-1,8428.788,0.0,kwh
23268,8685076,1722470400,1725061500,other,y,1,8428.788,6961.615579664509,kwh
23269,8029384,1722470400,1725061500,EV,y,1,4156.872,54.81662415765093,kwh
23270,8029384,1722470400,1725061500,AC,y,1,4156.872,889.6407295652247,kwh
23271,8029384,1722470400,1725061500,PV,n,-1,4156.872,0.0,kwh
23272,8029384,1722470400,1725061500,other,y,1,4156.872,3212.414643098871,kwh
23273,8347900,1722470400,1725061500,EV,y,1,4494.692,58.48355704702038,kwh
23274,8347900,1722470400,1725061500,AC,y,1,4494.692,1042.872623796045,kwh
23275,8347900,1722470400,1725061500,PV,n,-1,4494.692,0.0,kwh
23276,8347900,1722470400,1725061500,other,y,1,4494.692,3393.3358180243363,kwh
23277,8430179,1722470400,1725061500,EV,y,1,5035.068,53.92683928417931,kwh
23278,8430179,1722470400,1725061500,AC,y,1,5035.068,962.9714556869033,kwh
23279,8430179,1722470400,1725061500,PV,n,-1,5035.068,0.0,kwh
23280,8430179,1722470400,1725061500,other,y,1,5035.068,4018.16970365504,kwh
23281,14794707,1722470400,1725061500,EV,y,1,6290.928,66.78869787729543,kwh
23282,14794707,1722470400,1725061500,AC,y,1,6290.928,1193.828910267842,kwh
23283,14794707,1722470400,1725061500,PV,n,-1,6290.928,0.0,kwh
23284,14794707,1722470400,1725061500,other,y,1,6290.928,5030.3103894506285,kwh
23285,7388067,1722470400,1725061500,EV,y,1,3937.128,54.70843128119293,kwh
23286,7388067,1722470400,1725061500,AC,y,1,3937.128,909.9276143025792,kwh
23287,7388067,1722470400,1725061500,PV,n,-1,3937.128,0.0,kwh
23288,7388067,1722470400,1725061500,other,y,1,3937.128,2972.491953390556,kwh
23289,8410064,1722470400,1725061500,EV,y,1,6175.168,72.09344572081044,kwh
23290,8410064,1722470400,1725061500,AC,y,1,6175.168,1062.965941128132,kwh
23291,8410064,1722470400,1725061500,PV,n,-1,6175.168,0.0,kwh
23292,8410064,1722470400,1725061500,other,y,1,6175.168,5040.108611981691,kwh
23293,13870356,1722470400,1725061500,EV,y,1,2596.204,47.43299209032626,kwh
23294,13870356,1722470400,1725061500,AC,y,1,2596.204,682.6029847050125,kwh
23295,13870356,1722470400,1725061500,PV,n,-1,2596.204,0.0,kwh
23296,13870356,1722470400,1725061500,other,y,1,2596.204,1866.1680215493056,kwh
23297,8620944,1722470400,1725061500,EV,y,1,4588.676,55.45069611197161,kwh
23298,8620944,1722470400,1725061500,AC,y,1,4588.676,992.5561240343642,kwh
23299,8620944,1722470400,1725061500,PV,n,-1,4588.676,0.0,kwh
23300,8620944,1722470400,1725061500,other,y,1,4588.676,3540.6691773216285,kwh
23301,10194020,1722470400,1725061500,EV,y,1,8686.468,79.60854671236906,kwh
23302,10194020,1722470400,1725061500,AC,y,1,8686.468,1247.7597454395552,kwh
23303,10194020,1722470400,1725061500,PV,n,-1,8686.468,0.0,kwh
23304,10194020,1722470400,1725061500,other,y,1,8686.468,7359.09970685344,kwh
23305,12724488,1722470400,1725061500,EV,y,1,7382.116,73.33874678610087,kwh
23306,12724488,1722470400,1725061500,AC,y,1,7382.116,1068.4565840274406,kwh
23307,12724488,1722470400,1725061500,PV,n,-1,7382.116,0.0,kwh
23308,12724488,1722470400,1725061500,other,y,1,7382.116,6240.320667516354,kwh
23309,12870818,1722470400,1725061500,EV,y,1,4608.512,60.644936791333926,kwh
23310,12870818,1722470400,1725061500,AC,y,1,4608.512,860.4481767659721,kwh
23311,12870818,1722470400,1725061500,PV,n,-1,4608.512,0.0,kwh
23312,12870818,1722470400,1725061500,other,y,1,4608.512,3687.418884321601,kwh
23313,7709895,1722470400,1725061500,EV,y,1,6338.396032,67.88961492669581,kwh
23314,7709895,1722470400,1725061500,AC,y,1,6338.396032,1151.3894464567436,kwh
23315,7709895,1722470400,1725061500,PV,n,-1,6338.396032,0.0,kwh
23316,7709895,1722470400,1725061500,other,y,1,6338.396032,5119.116968993311,kwh
23317,8326930,1722470400,1725061500,EV,y,1,10486.948,102.41834914586389,kwh
23318,8326930,1722470400,1725061500,AC,y,1,10486.948,1369.6079979675744,kwh
23319,8326930,1722470400,1725061500,PV,n,-1,10486.948,0.0,kwh
23320,8326930,1722470400,1725061500,other,y,1,10486.948,9014.921654213636,kwh
23321,13301695,1722470400,1725061500,EV,y,1,1403.524,37.084159196614856,kwh
23322,13301695,1722470400,1725061500,AC,y,1,1403.524,552.6856717911637,kwh
23323,13301695,1722470400,1725061500,PV,n,-1,1403.524,0.0,kwh
23324,13301695,1722470400,1725061500,other,y,1,1403.524,813.7541656022898,kwh
23325,13783680,1722470400,1725061500,EV,y,1,2873.472032,47.15056103581703,kwh
23326,13783680,1722470400,1725061500,AC,y,1,2873.472032,713.3493805807523,kwh
23327,13783680,1722470400,1725061500,PV,n,-1,2873.472032,0.0,kwh
23328,13783680,1722470400,1725061500,other,y,1,2873.472032,2112.972087922747,kwh
23329,12797490,1722470400,1725061500,EV,y,1,2420.608,46.96941324113424,kwh
23330,12797490,1722470400,1725061500,AC,y,1,2420.608,666.7378947617877,kwh
23331,12797490,1722470400,1725061500,PV,n,-1,2420.608,0.0,kwh
23332,12797490,1722470400,1725061500,other,y,1,2420.608,1706.9006893135634,kwh
23333,7912389,1722470400,1725061500,EV,y,1,3198.912,59.61790993505941,kwh
23334,7912389,1722470400,1725061500,AC,y,1,3198.912,885.7589057509496,kwh
23335,7912389,1722470400,1725061500,PV,n,-1,3198.912,0.0,kwh
23336,7912389,1722470400,1725061500,other,y,1,3198.912,2253.535181756576,kwh
23337,8563410,1722470400,1725061500,EV,y,1,9466.228,86.47699599211586,kwh
23338,8563410,1722470400,1725061500,AC,y,1,9466.228,1302.637139027083,kwh
23339,8563410,1722470400,1725061500,PV,n,-1,9466.228,0.0,kwh
23340,8563410,1722470400,1725061500,other,y,1,9466.228,8077.11386413959,kwh
23341,7837365,1722470400,1725061500,EV,y,1,5755.44,73.52127943526368,kwh
23342,7837365,1722470400,1725061500,AC,y,1,5755.44,1127.5803134973276,kwh
23343,7837365,1722470400,1725061500,PV,n,-1,5755.44,0.0,kwh
23344,7837365,1722470400,1725061500,other,y,1,5755.44,4554.338406079432,kwh
23345,7948913,1722470400,1725061500,EV,y,1,6219.04,76.36837838552165,kwh
23346,7948913,1722470400,1725061500,AC,y,1,6219.04,1124.4229247435426,kwh
23347,7948913,1722470400,1725061500,PV,n,-1,6219.04,0.0,kwh
23348,7948913,1722470400,1725061500,other,y,1,6219.04,5018.248695544663,kwh
23349,13486355,1722470400,1725061500,EV,y,1,3691.696,57.7007660905372,kwh
23350,13486355,1722470400,1725061500,AC,y,1,3691.696,877.3316510374725,kwh
23351,13486355,1722470400,1725061500,PV,n,-1,3691.696,0.0,kwh
23352,13486355,1722470400,1725061500,other,y,1,3691.696,2756.6635801078023,kwh
23353,8304627,1722470400,1725061500,EV,y,1,4738.72,70.15035654741185,kwh
23354,8304627,1722470400,1725061500,AC,y,1,4738.72,1124.4227523321715,kwh
23355,8304627,1722470400,1725061500,PV,n,-1,4738.72,0.0,kwh
23356,8304627,1722470400,1725061500,other,y,1,4738.72,3544.146890889776,kwh
23357,13411453,1722470400,1725061500,EV,y,1,3892.836,69.67661444561793,kwh
23358,13411453,1722470400,1725061500,AC,y,1,3892.836,965.321944649198,kwh
23359,13411453,1722470400,1725061500,PV,n,-1,3892.836,0.0,kwh
23360,13411453,1722470400,1725061500,other,y,1,3892.836,2857.8374399107424,kwh
23361,12305426,1722470400,1725061500,EV,n,1,52.30399999999995,0.0,kwh
23362,12305426,1722470400,1725061500,AC,y,1,52.30399999999995,40.09333471199867,kwh
23363,12305426,1722470400,1725061500,PV,n,-1,52.30399999999995,0.0,kwh
23364,12305426,1722470400,1725061500,other,y,1,52.30399999999995,12.21066528800128,kwh
23365,7407005,1722470400,1725061500,EV,y,1,5866.78,67.03789110043382,kwh
23366,7407005,1722470400,1725061500,AC,y,1,5866.78,1221.6249193321155,kwh
23367,7407005,1722470400,1725061500,PV,n,-1,5866.78,0.0,kwh
23368,7407005,1722470400,1725061500,other,y,1,5866.78,4578.117188429973,kwh
23369,7737863,1722470400,1725061500,EV,y,1,3155.272,52.29037541934584,kwh
23370,7737863,1722470400,1725061500,AC,y,1,3155.272,885.614122528422,kwh
23371,7737863,1722470400,1725061500,PV,n,-1,3155.272,0.0,kwh
23372,7737863,1722470400,1725061500,other,y,1,3155.272,2217.367500074018,kwh
23373,14402443,1722470400,1725061500,EV,y,1,582.3679999999998,26.86160351135728,kwh
23374,14402443,1722470400,1725061500,AC,y,1,582.3679999999998,287.1296172872608,kwh
23375,14402443,1722470400,1725061500,PV,n,-1,582.3679999999998,0.0,kwh
23376,14402443,1722470400,1725061500,other,y,1,582.3679999999998,268.3767762166244,kwh
23377,14426610,1722470400,1725061500,EV,y,1,1969.276,46.04685547281278,kwh
23378,14426610,1722470400,1725061500,AC,y,1,1969.276,664.5863226182694,kwh
23379,14426610,1722470400,1725061500,PV,n,-1,1969.276,0.0,kwh
23380,14426610,1722470400,1725061500,other,y,1,1969.276,1258.6428187377398,kwh
23381,7499456,1722470400,1725061500,EV,y,1,4024.92,57.4993245400775,kwh
23382,7499456,1722470400,1725061500,AC,y,1,4024.92,997.026988801431,kwh
23383,7499456,1722470400,1725061500,PV,n,-1,4024.92,0.0,kwh
23384,7499456,1722470400,1725061500,other,y,1,4024.92,2970.393684878454,kwh
23385,13522959,1722470400,1725061500,EV,y,1,10846.98,85.71727501865904,kwh
23386,13522959,1722470400,1725061500,AC,y,1,10846.98,1350.1087718456176,kwh
23387,13522959,1722470400,1725061500,PV,n,-1,10846.98,0.0,kwh
23388,13522959,1722470400,1725061500,other,y,1,10846.98,9411.153953528776,kwh
23389,13921719,1722470400,1725061500,EV,y,1,6647.632,65.13862082225461,kwh
23390,13921719,1722470400,1725061500,AC,y,1,6647.632,1096.724309474241,kwh
23391,13921719,1722470400,1725061500,PV,n,-1,6647.632,0.0,kwh
23392,13921719,1722470400,1725061500,other,y,1,6647.632,5485.76906776631,kwh
23393,7564120,1722470400,1725061500,EV,y,1,3657.728,55.46536066528916,kwh
23394,7564120,1722470400,1725061500,AC,y,1,3657.728,961.2565331248989,kwh
23395,7564120,1722470400,1725061500,PV,n,-1,3657.728,0.0,kwh
23396,7564120,1722470400,1725061500,other,y,1,3657.728,2641.006104121302,kwh
23397,7484374,1722470400,1725061500,EV,y,1,3217.252,55.11488469167394,kwh
23398,7484374,1722470400,1725061500,AC,y,1,3217.252,901.8011177510242,kwh
23399,7484374,1722470400,1725061500,PV,n,-1,3217.252,0.0,kwh
23400,7484374,1722470400,1725061500,other,y,1,3217.252,2260.33599430232,kwh
23401,9709067,1722470400,1725061500,EV,y,1,2473.712,48.77989105599446,kwh
23402,9709067,1722470400,1725061500,AC,y,1,2473.712,776.0202191869265,kwh
23403,9709067,1722470400,1725061500,PV,n,-1,2473.712,0.0,kwh
23404,9709067,1722470400,1725061500,other,y,1,2473.712,1648.9118873289551,kwh
23405,7371942,1722470400,1725061500,EV,y,1,2024.744,44.245328702469735,kwh
23406,7371942,1722470400,1725061500,AC,y,1,2024.744,628.238525735025,kwh
23407,7371942,1722470400,1725061500,PV,n,-1,2024.744,0.0,kwh
23408,7371942,1722470400,1725061500,other,y,1,2024.744,1352.2601419827138,kwh
23409,7505042,1722470400,1725061500,EV,y,1,6628.896,65.5214799249456,kwh
23410,7505042,1722470400,1725061500,AC,y,1,6628.896,1193.737392060531,kwh
23411,7505042,1722470400,1725061500,PV,n,-1,6628.896,0.0,kwh
23412,7505042,1722470400,1725061500,other,y,1,6628.896,5369.637126311762,kwh
23413,8129560,1722470400,1725061500,EV,y,1,5490.32,59.67960529083732,kwh
23414,8129560,1722470400,1725061500,AC,y,1,5490.32,1132.791986891437,kwh
23415,8129560,1722470400,1725061500,PV,n,-1,5490.32,0.0,kwh
23416,8129560,1722470400,1725061500,other,y,1,5490.32,4297.848407901577,kwh
23417,12251007,1722470400,1725061500,EV,y,1,7510.019999999999,76.13370698017711,kwh
23418,12251007,1722470400,1725061500,AC,y,1,7510.019999999999,1275.9879594955712,kwh
23419,12251007,1722470400,1725061500,PV,n,-1,7510.019999999999,0.0,kwh
23420,12251007,1722470400,1725061500,other,y,1,7510.019999999999,6157.898332886409,kwh
23421,8493656,1722470400,1725061500,EV,y,1,4901.36,61.01633554542028,kwh
23422,8493656,1722470400,1725061500,AC,y,1,4901.36,980.2542237537202,kwh
23423,8493656,1722470400,1725061500,PV,n,-1,4901.36,0.0,kwh
23424,8493656,1722470400,1725061500,other,y,1,4901.36,3860.089438864272,kwh
23425,12918681,1722470400,1725061500,EV,y,1,3603.4,60.03856317906488,kwh
23426,12918681,1722470400,1725061500,AC,y,1,3603.4,981.3568862509024,kwh
23427,12918681,1722470400,1725061500,PV,n,-1,3603.4,0.0,kwh
23428,12918681,1722470400,1725061500,other,y,1,3603.4,2562.004548361614,kwh
23429,14317864,1722470400,1725061500,EV,y,1,3950.7,59.36642474713969,kwh
23430,14317864,1722470400,1725061500,AC,y,1,3950.7,1011.3244868810424,kwh
23431,14317864,1722470400,1725061500,PV,n,-1,3950.7,0.0,kwh
23432,14317864,1722470400,1725061500,other,y,1,3950.7,2880.009087206274,kwh
23433,14257453,1722470400,1725061500,EV,y,1,6767.216,76.94348054786752,kwh
23434,14257453,1722470400,1725061500,AC,y,1,6767.216,1184.199933984023,kwh
23435,14257453,1722470400,1725061500,PV,n,-1,6767.216,0.0,kwh
23436,14257453,1722470400,1725061500,other,y,1,6767.216,5506.072583870947,kwh
23437,14753794,1722470400,1725061500,EV,y,1,4224.5,59.1805105653238,kwh
23438,14753794,1722470400,1725061500,AC,y,1,4224.5,932.8026328861504,kwh
23439,14753794,1722470400,1725061500,PV,n,-1,4224.5,0.0,kwh
23440,14753794,1722470400,1725061500,other,y,1,4224.5,3232.5168546734685,kwh
23441,7040744,1722470400,1725061500,EV,y,1,5241.624,65.81731629205927,kwh
23442,7040744,1722470400,1725061500,AC,y,1,5241.624,964.1938804645848,kwh
23443,7040744,1722470400,1725061500,PV,n,-1,5241.624,0.0,kwh
23444,7040744,1722470400,1725061500,other,y,1,5241.624,4211.612800785523,kwh
23445,7928220,1722470400,1725061500,EV,y,1,4781.588,75.30589925765648,kwh
23446,7928220,1722470400,1725061500,AC,y,1,4781.588,1149.7645615567587,kwh
23447,7928220,1722470400,1725061500,PV,n,-1,4781.588,0.0,kwh
23448,7928220,1722470400,1725061500,other,y,1,4781.588,3556.517537077555,kwh
23449,9830778,1722470400,1725061500,EV,y,1,5380.12,64.59198602854379,kwh
23450,9830778,1722470400,1725061500,AC,y,1,5380.12,1059.2855603086336,kwh
23451,9830778,1722470400,1725061500,PV,n,-1,5380.12,0.0,kwh
23452,9830778,1722470400,1725061500,other,y,1,5380.12,4256.242451801542,kwh
23453,7088055,1722470400,1725061500,EV,y,1,3517.84,50.83354769603358,kwh
23454,7088055,1722470400,1725061500,AC,y,1,3517.84,916.1346817632264,kwh
23455,7088055,1722470400,1725061500,PV,n,-1,3517.84,0.0,kwh
23456,7088055,1722470400,1725061500,other,y,1,3517.84,2550.871768914505,kwh
23457,7268023,1722470400,1725061500,EV,y,1,5890.228,72.64550602694256,kwh
23458,7268023,1722470400,1725061500,AC,y,1,5890.228,1072.3642193539545,kwh
23459,7268023,1722470400,1725061500,PV,n,-1,5890.228,0.0,kwh
23460,7268023,1722470400,1725061500,other,y,1,5890.228,4745.218272180006,kwh
23461,13755404,1722470400,1725061500,EV,y,1,3780.016,57.5565970175349,kwh
23462,13755404,1722470400,1725061500,AC,y,1,3780.016,1015.1266608711674,kwh
23463,13755404,1722470400,1725061500,PV,n,-1,3780.016,0.0,kwh
23464,13755404,1722470400,1725061500,other,y,1,3780.016,2707.332740319502,kwh
23465,7585843,1722470400,1725061500,EV,y,1,4728.604,65.59019542320772,kwh
23466,7585843,1722470400,1725061500,AC,y,1,4728.604,921.2169463104866,kwh
23467,7585843,1722470400,1725061500,PV,n,-1,4728.604,0.0,kwh
23468,7585843,1722470400,1725061500,other,y,1,4728.604,3741.796855843439,kwh
23469,11769679,1722470400,1725061500,EV,y,1,5556.22,56.87730646088474,kwh
23470,11769679,1722470400,1725061500,AC,y,1,5556.22,950.8337161226186,kwh
23471,11769679,1722470400,1725061500,PV,n,-1,5556.22,0.0,kwh
23472,11769679,1722470400,1725061500,other,y,1,5556.22,4548.508975438367,kwh
23473,7915625,1722470400,1725061500,EV,y,1,1163.984,30.43979493555404,kwh
23474,7915625,1722470400,1725061500,AC,y,1,1163.984,412.24489164778777,kwh
23475,7915625,1722470400,1725061500,PV,n,-1,1163.984,0.0,kwh
23476,7915625,1722470400,1725061500,other,y,1,1163.984,721.2993100082499,kwh
23477,8327794,1722470400,1725061500,EV,y,1,8483.84,95.9840563965614,kwh
23478,8327794,1722470400,1725061500,AC,y,1,8483.84,1224.2050728568145,kwh
23479,8327794,1722470400,1725061500,PV,n,-1,8483.84,0.0,kwh
23480,8327794,1722470400,1725061500,other,y,1,8483.84,7163.650870068243,kwh
23481,8378722,1722470400,1725061500,EV,y,1,5024.228,57.17463657556541,kwh
23482,8378722,1722470400,1725061500,AC,y,1,5024.228,1033.9494464380557,kwh
23483,8378722,1722470400,1725061500,PV,n,-1,5024.228,0.0,kwh
23484,8378722,1722470400,1725061500,other,y,1,5024.228,3933.103916536348,kwh
23485,14851956,1722470400,1725061500,EV,y,1,1042.304,29.64757457322181,kwh
23486,14851956,1722470400,1725061500,AC,y,1,1042.304,400.8894278230687,kwh
23487,14851956,1722470400,1725061500,PV,n,-1,1042.304,0.0,kwh
23488,14851956,1722470400,1725061500,other,y,1,1042.304,611.7669947506298,kwh
23489,14372128,1722470400,1725061500,EV,y,1,3059.936,58.34613556553017,kwh
23490,14372128,1722470400,1725061500,AC,y,1,3059.936,909.7786000972724,kwh
23491,14372128,1722470400,1725061500,PV,n,-1,3059.936,0.0,kwh
23492,14372128,1722470400,1725061500,other,y,1,3059.936,2091.811261835542,kwh
23493,14606989,1722470400,1725061500,EV,y,1,6650.868,69.37128757832176,kwh
23494,14606989,1722470400,1725061500,AC,y,1,6650.868,1143.9066839527782,kwh
23495,14606989,1722470400,1725061500,PV,n,-1,6650.868,0.0,kwh
